symbol	Entrez	UNIPROT	3250_overlap	Concentration(ng/L)	EV_number of experiment	EV_quantity_Median
PAPPA2	60676	Q9BXP8	NA	2000	NA	NA
CFHR5	81494	Q9BXR6	NA	1900000	NA	180249727.8
TMEM59	9528	Q9BXS4	NA	27	19	44575771.95
GON7	84520	Q9BXV9	NA	41	11	NA
CADM1	23705	Q9BY67	NA	220000	11	NA
ANGPTL4	51129	Q9BY76	NA	3100	11	9119056.5
CDHR2	54825	Q9BYE9	NA	8800	4	23335963.46
ACE2	59272	Q9BYF1	NA	400	17	35638648.5
B3GNT5	84002	Q9BYG0	NA	28	NA	78602858.46
SEZ6L	23544	Q9BYH1	NA	6700	NA	NA
FGFBP2	83888	Q9BYJ0	NA	36000	15	NA
KRTAP4-6	81871	Q9BYQ5	NA	15000	NA	NA
KRTAP4-8	728224	Q9BYQ9	NA	6900	NA	NA
KRTAP4-4	84616	Q9BYR3	NA	1500	NA	148069532.3
KRTAP4-3	85290	Q9BYR4	NA	1400	NA	119653900
AGXT2	64902	Q9BYV1	NA	13	NA	NA
REG4	83998	Q9BYZ8	NA	460	8	202845811.2
PPP1R12C	54776	Q9BZL4	NA	29	NA	NA
RTN4R	65078	Q9BZR6	NA	1900	NA	NA
CD244	51744	Q9BZW8	NA	280	NA	NA
API5	8539	Q9BZZ5	NA	31	19	NA
KRT23	25984	Q9C075	NA	590	NA	57234928.5
CNTNAP4	85445	Q9C0A0	NA	2800	NA	NA
FTO	79068	Q9C0B1	NA	540	8	NA
SEMA4C	54910	Q9C0C4	NA	700	17	22050036.19
TTYH3	80727	Q9C0H2	NA	55	34	35857903.54
PDGFD	80310	Q9GZP0	NA	95	13	5330749.398
PITHD1	57095	Q9GZP4	NA	640	7	NA
C19orf33	64073	Q9GZP8	NA	460	NA	5843096.313
ANKRD2	26287	Q9GZV1	NA	110	NA	NA
TWSG1	57045	Q9GZX9	NA	3500	NA	NA
MFF	56947	Q9GZY8	NA	62	14	NA
LACRT	90070	Q9GZZ8	NA	230	NA	NA
ADAM19	8728	Q9H013	NA	17	NA	NA
FAM107B	83641	Q9H098	NA	15	12	NA
NT5C3A	51251	Q9H0P0	NA	10	14	NA
HDHD2	84064	Q9H0R4	NA	240	19	NA
SLITRK2	84631	Q9H156	NA	150	NA	NA
CDH19	28513	Q9H159	NA	320	NA	NA
XYLT2	64132	Q9H1B5	NA	1100	NA	31205920.75
RNASE7	84659	Q9H1E1	NA	280	NA	82057380
MEGF9	1955	Q9H1U4	NA	96000	12	NA
ECRG4	84417	Q9H1Z8	NA	330	NA	NA
CDH23	64072	Q9H251	NA	950	NA	NA
ALDH8A1	64577	Q9H2A2	NA	110	9	51434789
CXCL16	58191	Q9H2A7	NA	6800	10	NA
SEMA6A	57556	Q9H2E6	NA	620	NA	NA
BHMT2	23743	Q9H2M3	NA	1900	6	102952239
CHRD	8646	Q9H2X0	NA	350	NA	99387000.63
CLEC4M	10332	Q9H2X3	NA	3400	NA	NA
CRISPLD1	83690	Q9H336	NA	8.2	14	NA
SEMA4A	64218	Q9H3S1	NA	3300	13	NA
TPK1	27010	Q9H3S4	NA	210	10	NA
SEMA6C	10500	Q9H3T2	NA	1500	NA	NA
SEMA6B	10501	Q9H3T3	NA	1100	NA	NA
SMOC2	64094	Q9H3U7	NA	120	4	NA
C1orf198	84886	Q9H425	NA	80	NA	NA
RBKS	64080	Q9H477	NA	11	NA	NA
TOR3A	64222	Q9H497	NA	24	13	2107688.938
WNK1	65125	Q9H4A3	NA	92	9	NA
DPEP2	64174	Q9H4A9	NA	330000	NA	NA
DPEP3	64180	Q9H4B8	NA	27000	NA	NA
CLSTN2	64084	Q9H4D0	NA	130	11	NA
SMOC1	64093	Q9H4F8	NA	140	11	274614790.9
EPB41L1	2036	Q9H4G0	NA	33	24	NA
RGCC	28984	Q9H4X1	NA	910	NA	NA
SLITRK6	84189	Q9H5Y7	NA	28	10	88876319
CLMP	79827	Q9H6B4	NA	310	10	5717600.25
RANBP3	8498	Q9H6Z4	NA	17	2	NA
SPRING1	79794	Q9H741	NA	330	NA	NA
LRRC19	64922	Q9H756	NA	190	14	NA
GREM2	64388	Q9H772	NA	12	6	NA
VSIR	64115	Q9H7M9	NA	320	NA	110119645
DIPK2B	79742	Q9H7Y0	NA	940	NA	47943740.02
METTL7A	25840	Q9H8H3	NA	18	9	NA
MANSC1	54682	Q9H8J5	NA	44000	NA	NA
MINDY3	80013	Q9H8M7	NA	23	NA	NA
JPT2	90861	Q9H910	NA	76	19	NA
ERVMER34-1	100288413	Q9H9K5	NA	6000	NA	35929666.65
CDHR5	53841	Q9HBB8	NA	190000	4	NA
LY9	4063	Q9HBG7	NA	43	NA	NA
TNS1	7145	Q9HBL0	NA	47	NA	NA
SLC38A10	124565	Q9HBR0	NA	70000	NA	NA
LRRC4	64101	Q9HBW1	NA	2100	NA	NA
ADGRL4	64123	Q9HBW9	NA	3800	NA	NA
PCDH9	5101	Q9HC56	NA	2900	NA	NA
MUC5B	727897	Q9HC84	NA	1300	17	395401548.8
ROBO2	6092	Q9HCK4	NA	1900	12	NA
PCDH18	54510	Q9HCL0	NA	5900	12	NA
KIAA1549	57670	Q9HCM3	NA	14	NA	NA
GP6	51206	Q9HCN6	NA	44000	NA	NA
CD248	57124	Q9HCU0	NA	43000	NA	30002783.05
CELSR2	1952	Q9HCU4	NA	1300	15	NA
S100A14	57402	Q9HCY8	NA	260	29	44728811.88
RETN	56729	Q9HD89	NA	1200	NA	43358197.33
TXNRD2	10587	Q9NNW7	NA	2800	4	NA
CD209	30835	Q9NNX6	NA	3100	NA	74463921.5
BPIFA1	51297	Q9NP55	NA	1200	7	354662611.7
ALG13	79868	Q9NP73	NA	11000	5	NA
VTA1	51534	Q9NP79	NA	220	41	NA
TNFRSF12A	51330	Q9NP84	NA	370	10	NA
MYOZ1	58529	Q9NP98	NA	71	NA	NA
MMP25	64386	Q9NPA2	NA	120	NA	NA
A4GALT	53947	Q9NPC4	NA	22	NA	NA
NRN1	51299	Q9NPD7	NA	23	16	NA
CD320	51293	Q9NPF0	NA	61	11	135796714.8
CHST11	50515	Q9NPF2	NA	55	17	NA
PCDH12	51294	Q9NPG4	NA	14000	14	48336847.91
ACP6	51205	Q9NPH0	NA	64	NA	NA
IL1RAP	3556	Q9NPH3	NA	350000	23	19575464
SEMA4B	10509	Q9NPR2	NA	61000	NA	47777709.75
CD93	22918	Q9NPY3	NA	550000	NA	29238474
SLAMF7	57823	Q9NQ25	NA	1200	NA	NA
LUC7L	55692	Q9NQ29	NA	14	4	NA
ESM1	11082	Q9NQ30	NA	340	NA	NA
SCUBE2	57758	Q9NQ36	NA	1100	NA	39852690.27
SPINK5	11005	Q9NQ38	NA	43000	NA	NA
CASS4	57091	Q9NQ75	NA	680	NA	NA
MEPE	56955	Q9NQ76	NA	810	NA	NA
CRTAC1	55118	Q9NQ79	NA	550000	NA	NA
GPRC5C	55890	Q9NQ84	NA	15	16	46585930.75
NECTIN3	25945	Q9NQS3	NA	41000	18	NA
NPDC1	56654	Q9NQX5	NA	240	13	10842504.5
ITM2C	81618	Q9NQX7	NA	29	26	54362642
ENTPD7	57089	Q9NQZ7	NA	65	NA	NA
CD163L1	283316	Q9NR16	NA	660	NA	NA
MAN1C1	57134	Q9NR34	NA	1800	NA	NA
ASAH2	56624	Q9NR71	NA	2200	NA	NA
PDGFC	56034	Q9NRA1	NA	37	15	6424826.875
CHST12	55501	Q9NRB3	NA	960	NA	49123490
STRN4	29888	Q9NRL3	NA	32	NA	24434438.59
ENAM	10117	Q9NRM1	NA	23	NA	NA
CYTL1	54360	Q9NRR1	NA	270	12	33047327.06
RAB6B	51560	Q9NRW1	NA	2200	24	425383960.3
C1GALT1	56913	Q9NS00	NA	43	NA	NA
LTBP3	4054	Q9NS15	NA	2200	16	26802554.86
RGS18	64407	Q9NS28	NA	340	NA	26604084.03
THSD1	55901	Q9NS62	NA	1400	NA	NA
TOMM22	56993	Q9NS69	NA	230	20	NA
GKN1	56287	Q9NS71	NA	18000	NA	NA
CHST7	56548	Q9NS84	NA	9.8	NA	NA
SEMA3G	56920	Q9NS98	NA	5600	NA	36817142
FGF21	26291	Q9NSA1	NA	73	NA	NA
CTNNBIP1	56998	Q9NSA3	NA	35	11	NA
KRT84	3890	Q9NSB2	NA	67000	10	199788413
KRT82	3888	Q9NSB4	NA	29000	6	99730932.81
ST6GALNAC1	55808	Q9NSC7	NA	3500	NA	135911023
EMILIN3	90187	Q9NT22	NA	1200	NA	NA
TENM2	57451	Q9NT68	NA	11	7	NA
LRRC4B	94030	Q9NT99	NA	2700	NA	NA
SMC4	10051	Q9NTJ3	NA	25	22	NA
MAN2C1	4123	Q9NTJ4	NA	110	NA	54162072.38
SEMA4G	57715	Q9NTN9	NA	1300	NA	NA
CBLN4	140689	Q9NTU7	NA	10000	NA	316055780
GINM1	116254	Q9NU53	NA	35	NA	NA
SEPTIN11	55752	Q9NVA2	NA	2800	27	NA
TBC1D13	54662	Q9NVG8	NA	9.3	NA	35523524.5
TMEM248	55069	Q9NWD8	NA	1600	NA	NA
OCIAD1	54940	Q9NX40	NA	21	7	NA
ADPRS	54936	Q9NX46	NA	54	11	NA
THUMPD1	55623	Q9NXG2	NA	9300	NA	49747754.1
TOR4A	54863	Q9NXH8	NA	260	8	6169466.915
STAB1	23166	Q9NY15	NA	96000	NA	34756588.5
CACNA2D2	9254	Q9NY47	NA	9700	5	NA
TUBA8	51807	Q9NY65	NA	80000	12	3017630179
B3GNT2	10678	Q9NY97	NA	99000	NA	NA
FKBP11	51303	Q9NYL4	NA	170	8	NA
CELSR1	9620	Q9NYQ6	NA	280	13	25524453
FAT2	2196	Q9NYQ8	NA	300	13	68338877.83
CLIC5	53405	Q9NZA1	NA	400	21	140939313.5
TREM2	54209	Q9NZC2	NA	50	NA	NA
AHSP	51327	Q9NZD4	NA	5300	NA	NA
IL36G	56300	Q9NZH8	NA	11	NA	41072893.88
IGF2BP1	10642	Q9NZI8	NA	13	20	125205407.7
ADA2	51816	Q9NZK5	NA	58000	NA	NA
C1RL	51279	Q9NZP8	NA	15000000	2	132137215.8
NCKIPSD	51517	Q9NZQ3	NA	110	NA	11280577.13
LRP1B	53353	Q9NZR2	NA	370	NA	91951168.75
CALML5	51806	Q9NZT1	NA	48000	12	44087025.42
OGFR	11054	Q9NZT2	NA	20	4	NA
FLRT3	23767	Q9NZU0	NA	1100	12	45472595.63
CRIM1	51232	Q9NZV1	NA	170	17	61200371.75
DSPP	1834	Q9NZW4	NA	27	NA	NA
ADAM22	53616	Q9P0K1	NA	180	NA	7827322.063
PIPOX	51268	Q9P0Z9	NA	380	11	132963078.8
NTM	50863	Q9P121	NA	58000	NA	6167473.063
SIRPB2	284759	Q9P1W8	NA	250	NA	NA
CNTN3	5067	Q9P232	NA	130000	NA	NA
SLAIN2	57606	Q9P270	NA	210	NA	NA
STK26	51765	Q9P289	NA	360	28	NA
PCDH10	57575	Q9P2E7	NA	88	NA	NA
IGSF9	57549	Q9P2J2	NA	140	NA	NA
NRXN2	9379	Q9P2S2	NA	1000	NA	NA
GMPR2	51292	Q9P2T1	NA	50	2	NA
SPRR3	6707	Q9UBC9	NA	5.2	NA	NA
MYOT	9499	Q9UBF9	NA	9.1	NA	NA
CRNN	49860	Q9UBG3	NA	100	NA	NA
DKK3	27122	Q9UBP4	NA	18000	14	NA
EXTL2	2135	Q9UBQ6	NA	80000	5	17780002.28
UPB1	51733	Q9UBR1	NA	1400	NA	17221966.25
SUCO	51430	Q9UBS9	NA	45	NA	NA
GHRL	51738	Q9UBU3	NA	350	NA	NA
BIN2	51411	Q9UBW5	NA	19000	NA	NA
CTSF	8722	Q9UBX1	NA	5800	10	35072556
KLK11	11012	Q9UBX7	NA	1800	NA	NA
HSPB7	27129	Q9UBY9	NA	130	11	NA
AASS	10157	Q9UDR5	NA	19	NA	17178374.71
SEC14L4	284904	Q9UDX3	NA	82	NA	NA
MARCO	8685	Q9UEW3	NA	30000	NA	24476226
NIPSNAP3A	25934	Q9UFN0	NA	13	11	NA
GASK1A	729085	Q9UFP1	NA	600	NA	14397324.31
DMBT1	1755	Q9UGM3	NA	5200	21	NA
FETUB	26998	Q9UGM5	NA	3600000	NA	9584289.438
LIMD1	8994	Q9UGP4	NA	8.1	NA	NA
TAC3	6866	Q9UHF0	NA	130	NA	NA
PCSK1N	27344	Q9UHG2	NA	3300	16	32721777
ADAMTS1	9510	Q9UHI8	NA	4100	10	34631371
SHPK	23729	Q9UHJ6	NA	350	20	NA
AMACR	23600	Q9UHK6	NA	70	9	NA
SMPX	23676	Q9UHP9	NA	62	NA	NA
PUF60	22827	Q9UHX1	NA	70	22	NA
TAGLN3	29114	Q9UI15	NA	9000	14	103369727.6
DMGDH	29958	Q9UI17	NA	680	1	NA
TRMT112	51504	Q9UI30	NA	17	23	NA
CPA4	51200	Q9UI42	NA	390	7	7805381.813
CD84	8832	Q9UIB8	NA	35000	NA	NA
SCOC	60592	Q9UIL1	NA	22	NA	NA
SERPINB13	5275	Q9UIV8	NA	210	NA	77008115.33
PLXNA1	5361	Q9UIW2	NA	10000	29	21808595.15
GGT7	2686	Q9UJ14	NA	1900	NA	NA
ENPP5	59084	Q9UJA9	NA	620	NA	NA
GNPTG	84572	Q9UJJ9	NA	560000	10	NA
HAO1	54363	Q9UJM8	NA	240	NA	131670614.5
TINAG	27283	Q9UJW2	NA	40	NA	NA
GDF2	2658	Q9UK05	NA	740	NA	98461001.09
NAGPA	51172	Q9UK23	NA	7800	NA	NA
SERPINA10	51156	Q9UK55	NA	4700000	NA	139000448.3
TNIK	23043	Q9UKE5	NA	160	34	27362463.06
PILRA	29992	Q9UKJ1	NA	1500	NA	NA
TRHDE	29953	Q9UKU6	NA	7300	16	NA
ACIN1	22985	Q9UKV3	NA	30	3	NA
MYH2	4620	Q9UKX2	NA	81000	3	211304764.3
MYH13	8735	Q9UKX3	NA	29000	1	211304764.3
ITGA11	22801	Q9UKX5	NA	260	14	36804419.25
PCOLCE2	26577	Q9UKZ9	NA	580	11	5760945.625
SARDH	1757	Q9UL12	NA	230	1	13582254.38
DNPEP	23549	Q9ULA0	NA	2700	22	NA
NRXN1	9378	Q9ULB1	NA	1400	NA	NA
EMCN	51705	Q9ULC0	NA	470	NA	NA
SLC39A10	57181	Q9ULF5	NA	250	19	17157417.88
ASAP1	50807	Q9ULH1	NA	31	3	NA
HEG1	57493	Q9ULI3	NA	510000	12	10517193.01
PLXNB3	5365	Q9ULL4	NA	390	9	NA
PADI4	23569	Q9UM07	NA	29	NA	57621233.06
NOTCH3	4854	Q9UM47	NA	46000	18	9880142
COL17A1	1308	Q9UMD9	NA	32	NA	37692454.44
ICAM5	7087	Q9UMF0	NA	3300	12	NA
NENF	29937	Q9UMX5	NA	4000	16	NA
DAPP1	27071	Q9UN19	NA	56	2	NA
PCDHGC3	5098	Q9UN70	NA	1200	15	46891775.75
ADAMTS5	11096	Q9UNA0	NA	28	NA	3122886.5
FAF1	11124	Q9UNN5	NA	12	15	NA
TFR2	7036	Q9UP52	NA	410	5	80230202
ADAMTS8	11095	Q9UP79	NA	3600	NA	NA
MACF1	23499	Q9UPN3	NA	25	22	NA
LIMCH1	22998	Q9UPQ0	NA	5.6	NA	NA
THSD7A	221981	Q9UPZ6	NA	6100	NA	NA
DNM3	26052	Q9UQ16	NA	70	22	NA
CNTN6	27255	Q9UQ52	NA	4700	NA	NA
MGAT4B	11282	Q9UQ53	NA	19	NA	NA
PSG8	440533	Q9UQ74	NA	55000	NA	NA
CLCA2	9635	Q9UQC9	NA	96	14	2630109.031
ERVW-1	30816	Q9UQF0	NA	54	NA	NA
CAMK2A	815	Q9UQM7	NA	66	4	NA
TNN	63923	Q9UQP3	NA	34000	NA	6569373.25
LAMP3	27074	Q9UQV4	NA	59	NA	NA
JAG2	3714	Q9Y219	NA	370	NA	NA
DMP1	1758	Q9Y222	NA	64	NA	NA
ENTPD4	9583	Q9Y227	NA	82	NA	NA
CLEC11A	6320	Q9Y240	NA	1300	10	124508649.3
HPSE	10855	Q9Y251	NA	6500	NA	NA
ST3GAL6	10402	Q9Y274	NA	5800	NA	NA
TNFSF13B	10673	Q9Y275	NA	790	NA	NA
VSIG4	11326	Q9Y279	NA	59000	NA	NA
SIGLEC7	27036	Q9Y286	NA	2600	NA	NA
B3GNT3	10331	Q9Y2A9	NA	74	12	3237004.905
MAN2B2	23324	Q9Y2E5	NA	15000	NA	NA
MYRF	745	Q9Y2G1	NA	1400	1	NA
FRMD4B	23150	Q9Y2L6	NA	17	NA	NA
COA3	28958	Q9Y2R0	NA	13	11	NA
GDA	9615	Q9Y2T3	NA	1500	13	30051675.81
GIT1	28964	Q9Y2X7	NA	36	13	NA
PRG3	10394	Q9Y2Y8	NA	680	NA	67369448.38
ACOT9	23597	Q9Y305	NA	7.6	11	NA
VWA7	80737	Q9Y334	NA	9.2	NA	NA
SIGLEC9	27180	Q9Y336	NA	270	NA	NA
KLK5	25818	Q9Y337	NA	2500	2	NA
STARD10	10809	Q9Y365	NA	13	16	NA
TMED7	51014	Q9Y3B3	NA	13	12	72353588.39
REXO2	25996	Q9Y3B8	NA	340	13	NA
TSC22D4	81628	Q9Y3Q8	NA	160	NA	36909698
NEU2	4759	Q9Y3R4	NA	25	NA	NA
HBS1L	10767	Q9Y450	NA	9.2	10	NA
NRXN3	9369	Q9Y4C0	NA	710	NA	NA
GPSM3	63940	Q9Y4H4	NA	73	NA	NA
HYOU1	10525	Q9Y4L1	NA	130000	37	NA
CCL27	10850	Q9Y4X3	NA	1800	NA	NA
HSPB11	51668	Q9Y547	NA	38	15	61172992.63
ANGPTL3	27329	Q9Y5C1	NA	120000	NA	59506162.06
PCDHB15	56121	Q9Y5E8	NA	250	NA	NA
PCDHB14	56122	Q9Y5E9	NA	39	NA	NA
PCDHAC2	56134	Q9Y5I4	NA	1100	3	NA
TIMM8B	26521	Q9Y5J9	NA	11	12	NA
LIPG	9388	Q9Y5X9	NA	810	11	28102984
ST14	6768	Q9Y5Y6	NA	1100	23	37190006.13
LYVE1	10894	Q9Y5Y7	NA	3300000	NA	NA
MYH4	4622	Q9Y623	NA	86000	3	211304764.3
NPTN	27020	Q9Y639	NA	15	30	NA
RFNG	5986	Q9Y644	NA	1100	NA	NA
CPQ	10404	Q9Y646	NA	51000	10	NA
ADGRG1	9289	Q9Y653	NA	32	23	10364539.51
TACC3	10460	Q9Y6A5	NA	11	NA	NA
STK24	8428	Q9Y6E0	NA	1100	26	NA
IRAG1	10335	Q9Y6F6	NA	220	NA	NA
LAMC3	10319	Q9Y6N6	NA	1100	4	10589947838
ROBO1	6091	Q9Y6N7	NA	16000	11	NA
CDH10	1008	Q9Y6N8	NA	270	1	NA
TNFRSF11A	8792	Q9Y6Q6	NA	110	NA	NA
SCIN	85477	Q9Y6U3	NA	2300	13	41657063.54
PCLO	27445	Q9Y6V0	NA	6000	13	10120351
SETBP1	26040	Q9Y6X0	NA	66	13	NA
LY96	23643	Q9Y6Y9	NA	250	NA	53349291
COLEC10	10584	Q9Y6Z7	NA	30000	12	127315609.4
CBSL	875	P35520	NA	510	22	NA
ABCF2-H2BE1	114483834	NA	NA	51	NA	NA
U2AF1L5	102724594	Q01081	NA	28	12	66701582.69
